X,Y,School ID,System ID,School Name,System,County,Address,City,zip,phone,Locale,Charter
-84.136833,34.103249,1040,658,SHARON ELEMENTARY SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,3595 OLD ATLANTA RD,SUWANEE,30024,7708887511,Rural: Fringe,No
-84.255051,34.078442,2050,660,ALPHARETTA HIGH SCHOOL,FULTON COUNTY,FULTON COUNTY,3595 WEBB BRIDGE RD,ALPHARETTA,30005,7705217640,Suburb: Large,No
-84.791618,33.494301,1150,638,BROOKS ELEMENTARY,COWETA COUNTY,COWETA COUNTY,35 GENESEE POINT,NEWNAN,30265,7706830013,Rural: Distant,No
-84.342758,33.752941,3569,761,WHITEFOORD ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,DEKALB COUNTY,35 WHITEFOORD AVE SE,ATLANTA,30317,4048026900,City: Large,No
-83.685226,32.851601,1005,611,BROOKDALE ELEMENTARY SCHOOL,BIBB COUNTY,BIBB COUNTY,3600 BROOKDALE AVE,MACON,31204,4787792783,City: Small,No
-84.646217,34.041649,4050,633,AWTREY MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,3601 NOWLIN RD NW,KENNESAW,30144,7709756615,Suburb: Large,No
-84.310967,33.896801,4060,644,CHAMBLEE MIDDLE SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3601 SEXTON WOODS DR,CHAMBLEE,30341,6788748202,Suburb: Large,No
-84.449997,33.656761,3830,660,MCCLARIN ALTERNATIVE SCHOOL,FULTON COUNTY,FULTON COUNTY,3605 MAIN ST,COLLEGE PARK,30337,4046698080,Suburb: Large,No
-81.953049,32.141998,1798,891,CLAXTON REGIONAL YOUTH DETENTION CENTER,DEPARTMENT OF JUVENILE JUSTICE,EVANS COUNTY,3609 BILL HODGES RD,CLAXTON,30417,9127394807,Rural: Fringe,No
-81.119171,32.048882,5058,625,HODGE ELEMENTARY SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,3609 HOPKINS ST,SAVANNAH,31405,9123955200,City: Midsize,No
-84.760132,32.313984,1060,626,CHATTAHOOCHEE COUNTY MIDDLE SCHOOL,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY,360 GA HIGHWAY 26,CUSSETA,31805,7069893678,Rural: Distant,No
-84.760132,32.313984,2060,626,CHATTAHOOCHEE COUNTY HIGH SCHOOL,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY,360 GA HIGHWAY 26,CUSSETA,31805,7069893678,Rural: Distant,Yes
-84.572907,33.492249,1920,656,SANDY CREEK HIGH SCHOOL,FAYETTE COUNTY,FAYETTE COUNTY,360 JENKINS RD,TYRONE,30290,7709692840,Rural: Fringe,No
-84.318886,34.857693,1760,655,FANNIN COUNTY HIGH SCHOOL,FANNIN COUNTY,FANNIN COUNTY,360 REBELS CIR,BLUE RIDGE,30513,7066322081,Rural: Remote,No
-81.585777,31.132009,1980,663,SATILLA MARSH ELEMENTARY SCHOOL,GLYNN COUNTY,GLYNN COUNTY,360 S PORT PKWY,BRUNSWICK,31523,9122653675,Rural: Fringe,No
-84.023499,33.926521,3890,667,CEDAR HILL ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,3615 SUGARLOAF PKWY,LAWRENCEVILLE,30044,7709625015,Suburb: Large,No
-82.070923,33.405327,1770,721,MEADOWBROOK ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,3630 GOLDFINCH DR,AUGUSTA,30906,7067964915,City: Midsize,No
-84.105888,34.276718,1950,658,NORTH FORSYTH HIGH SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,3635 COAL MOUNTAIN DR,CUMMING,30028,7707816637,Rural: Fringe,No
-82.094551,33.392132,1840,721,MORGAN ROAD MIDDLE SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,3635 HIERS BLVD,HEPHZIBAH,30815,7067964992,City: Midsize,No
-84.459091,34.198738,1160,628,INDIAN KNOLL ELEMENTARY,CHEROKEE COUNTY,CHEROKEE COUNTY,3635 UNIVETER RD,CANTON,30115,7707216600,Suburb: Large,No
-82.096809,33.390121,1890,721,JAMESTOWN ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,3637 HIERS BLVD,HEPHZIBAH,30815,7067964760,City: Midsize,No
-84.486923,33.864403,4068,633,TEASLEY ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,3640 SPRING HILL RD SE,SMYRNA,30080,7704375945,Suburb: Large,No
-84.107353,34.27755,4980,658,NORTH FORSYTH MIDDLE SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,3645 COAL MOUNTAIN DR,CUMMING,30028,7708890743,Rural: Fringe,No
-84.16037,34.188381,2130,658,GEORGE W. WHITLOW ELEMENTARY,FORSYTH COUNTY,FORSYTH COUNTY,3655 CASTLEBERRY RD,CUMMING,30040,6789655090,Suburb: Large,No
-84.656227,34.003151,1040,633,BULLARD ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,3656 OLD STILESBORO RD NW,KENNESAW,30152,6785948720,Suburb: Large,No
-83.949913,33.538681,3050,707,LIVINGSTON ELEMENTARY SCHOOL,NEWTON COUNTY,NEWTON COUNTY,3657 HIGHWAY 81 S,COVINGTON,30016,7707842930,Rural: Fringe,No
-83.651291,32.798561,1090,611,BRUCE ELEMENTARY,BIBB COUNTY,BIBB COUNTY,3660 HOUSTON AVE,MACON,31206,4787794558,City: Small,No
-84.657532,33.999626,5070,633,MCCLURE MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,3660 OLD STILESBORO RD NW,KENNESAW,30152,6783318131,Suburb: Large,No
-84.50853,33.762299,4100,7830410,ATLANTA HEIGHTS CHARTER COMMISSION SCHOOL,COMMISSION CHARTER SCHOOLS- ATLANTA HEIGHTS CHARTER COMMISS,FULTON COUNTY,3670 MARTIN LUTHER KING JR DR,ATLANTA,30331,4049999999,City: Large,Yes
-83.952362,34.878731,1080,744,UNION COUNTY MIDDLE SCHOOL,UNION COUNTY,UNION COUNTY,367 WELLBORN ST,BLAIRSVILLE,30512,7067452483,Rural: Remote,No
-83.285004,30.897804,1010,792,SALLAS MAHONE ELEMENTARY,VALDOSTA CITY,LOWNDES COUNTY,3686 LAKE LAURIE DR,VALDOSTA,31605,2293338530,Rural: Fringe,No
-84.307327,33.897812,5052,644,CHAMBLEE CHARTER HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3688 CHAMBLEE DUNWOODY RD,CHAMBLEE,30341,6786766902,Suburb: Large,Yes
-83.021492,32.449944,1100,687,WEST LAURENS HIGH SCHOOL,LAURENS COUNTY,LAURENS COUNTY,3692 HIGHWAY 257,DEXTER,31019,4788751000,Rural: Distant,No
-84.23613,33.890758,3064,644,PLEASANTDALE ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3695 NORTHLAKE DR,DORAVILLE,30340,6788743502,Suburb: Large,No
-84.968063,32.498112,4062,706,JOHNSON ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,3700 WOODLAWN AVE,COLUMBUS,31904,7067482795,City: Midsize,No
-85.041344,33.989609,2100,715,VAN WERT ELEMENTARY SCHOOL,POLK COUNTY,POLK COUNTY,370 ATLANTA HWY,ROCKMART,30153,7706842237,Rural: Fringe,No
-84.106743,34.349346,1110,642,RIVERVIEW ELEMENTARY SCHOOL,DAWSON COUNTY,DAWSON COUNTY,370 DAWSON FORREST ROAD,DAWSONVILLE,30534,7062653246,Rural: Fringe,No
-84.158417,31.748465,2090,688,LEE HIGH SCHOOL 9TH GRADE CAMPUS,LEE COUNTY,LEE COUNTY,370 LESLIE HWY,LEESBURG,31763,2299033590,Rural: Fringe,No
-84.158417,31.748465,3930,688,TWIN OAKS ELEMENTARY,LEE COUNTY,LEE COUNTY,370 LESLIE HWY,LEESBURG,31763,2299033590,Rural: Fringe,No
-84.375008,33.857674,1567,761,SMITH ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,370 OLD IVY RD NE,ATLANTA,30342,4048023850,City: Large,No
-84.64959,33.360077,1060,638,LEE MIDDLE SCHOOL,COWETA COUNTY,COWETA COUNTY,370 WILLIS RD,SHARPSBURG,30277,7702511547,Rural: Fringe,No
-84.448906,33.653488,1160,660,MAIN STREET CHARTER ACADEMY ELEMENTARY,FULTON COUNTY,FULTON COUNTY,3726 MAIN ST,ATLANTA,30337,4046680261,Suburb: Large,Yes
-83.269394,33.081051,1990,605,CREEKSIDE ELEMENTARY SCHOOL,BALDWIN COUNTY,BALDWIN COUNTY,372 BLANDY RD NW,MILLEDGEVILLE,31061,4784573301,Rural: Fringe,No
-85.23719,34.81657,1000,746,ROCK SPRING ELEMENTARY SCHOOL,WALKER COUNTY,WALKER COUNTY,372 HIGHWAY 95,ROCK SPRING,30739,7067641383,Rural: Fringe,No
-84.143791,34.010467,5550,667,DULUTH HIGH SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,3737 BROCK RD,DULUTH,30096,7704765206,Suburb: Large,No
-82.853104,34.115082,1770,652,BLACKWELL ELEMENTARY SCHOOL,ELBERT COUNTY,ELBERT COUNTY,373 CAMPBELL ST,ELBERTON,30635,7062134401,Town: Distant,No
-84.142059,34.137138,1970,658,DAVES CREEK ELEMENTARY SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,3740 MELODY MIZER LN,CUMMING,30041,7708881222,Rural: Fringe,No
-83.691391,32.795052,5067,611,RICE ELEMENTARY SCHOOL,BIBB COUNTY,BIBB COUNTY,3750 JESSIE RICE ST,MACON,31206,4787843147,City: Small,No
-83.010391,31.596668,1020,634,AMBROSE ELEMENTARY SCHOOL,COFFEE COUNTY,COFFEE COUNTY,3753 VICKERS XING,AMBROSE,31512,9123595500,Rural: Distant,No
-83.270004,33.079338,1950,605,BLANDY HILLS ELEMENTARY SCHOOL,BALDWIN COUNTY,BALDWIN COUNTY,375 BLANDY RD NW,MILLEDGEVILLE,31061,4784572495,Rural: Fringe,No
-84.477898,33.959713,1069,633,WHEELER HIGH SCHOOL,COBB COUNTY,COBB COUNTY,375 HOLT RD NE,MARIETTA,30068,7705783266,Suburb: Large,No
-83.53389,34.519684,1010,668,CORNELIA ELEMENTARY SCHOOL,HABERSHAM COUNTY,HABERSHAM COUNTY,375 OLD CLEVELAND RD,CORNELIA,30531,7067786526,Town: Distant,No
-83.357285,32.684067,2010,743,TWIGGS COUNTY HIGH SCHOOL,TWIGGS COUNTY,TWIGGS COUNTY,375 WATSON DR,JEFFERSONVILLE,31044,4789453112,Rural: Distant,No
-83.357285,32.684067,2070,743,TWIGGS MIDDLE SCHOOL,TWIGGS COUNTY,TWIGGS COUNTY,375 WATSON DR,JEFFERSONVILLE,31044,4789453113,Rural: Distant,No
-84.105629,34.168282,1760,658,MASHBURN ELEMENTARY SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,3777 SAMPLES RD,CUMMING,30041,7708891630,Suburb: Large,No
-82.080147,33.550491,1920,636,STEVENS CREEK ELEMENTARY SCHOOL,COLUMBIA COUNTY,COLUMBIA COUNTY,3780 EVANS TO LOCKS RD,MARTINEZ,30907,7068683705,Suburb: Large,No
-81.64724,31.80825,1940,689,TAYLORS CREEK ELEMENTARY SCHOOL,LIBERTY COUNTY,LIBERTY COUNTY,378 AIRPORT RD,HINESVILLE,31313,9123690378,City: Small,No
-84.986748,34.682758,6750,755,VALLEY POINT MIDDLE SCHOOL,WHITFIELD COUNTY,WHITFIELD COUNTY,3796 S DIXIE RD. SE,DALTON,30720,7062779662,Rural: Fringe,No
-84.98642,34.681782,4052,755,VALLEY POINT ELEMENTARY SCHOOL,WHITFIELD COUNTY,WHITFIELD COUNTY,3798 S DIXIE ROAD. SE,DALTON,30720,7062773259,Rural: Fringe,No
-83.943955,33.839722,1012,667,GRACE SNELL MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,3800 BRUSHY FORK ROAD,LOGANVILLE,30052,7705547750,Suburb: Large,No
-84.284752,33.844021,3060,644,LAKESIDE HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3801 BRIARCLIFF RD NE,ATLANTA,30345,6788746702,Suburb: Large,No
-84.47757,33.959789,1056,633,EAST COBB MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,380 HOLT RD NE,MARIETTA,30068,7705782740,Suburb: Large,No
-84.663651,33.927765,6070,633,LOVINGGOOD MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,3825 LUTHER WARD RD,POWDER SPRINGS,30127,6783313015,Suburb: Large,No
-82.079689,33.560711,1080,636,STALLINGS ISLAND MIDDLE SCHOOL,COLUMBIA COUNTY,COLUMBIA COUNTY,3830 BLACKSTONE CAMP RD,MARTINEZ,30907,7064472106,Suburb: Large,No
-84.926964,32.485409,1060,706,EDGEWOOD ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,3835 FOREST RD,COLUMBUS,31907,7065653048,City: Midsize,No
-84.234993,33.857349,2062,644,MIDVALE ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3836 MIDVALE RD,TUCKER,30084,6788743402,Suburb: Large,No
-82.109299,33.46862,2010,721,SUE REYNOLDS ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,3840 WRIGHTSBORO RD,AUGUSTA,30909,7068552540,City: Midsize,No
-84.438973,33.977684,1140,633,EAST SIDE ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,3850 ROSWELL RD,MARIETTA,30062,7705787200,Suburb: Large,No
-82.004532,33.356602,1000,721,CROSS CREEK HIGH SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,3855 OLD WAYNESBORO RD,AUGUSTA,30906,7067728140,Rural: Fringe,No
-84.254242,33.78574,3990,644,ROBERT SHAW THEME SCHOOL,DEKALB COUNTY,DEKALB COUNTY,385 GLENDALE RD,SCOTTDALE,30079,6786766002,Suburb: Large,No
-84.374557,33.7682,1240,761,INTOWN CHARTER ACADEMY,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,386 PINE ST NE,ATLANTA,30308,4048811030,City: Large,Yes
-84.054268,34.048263,5058,667,SUWANEE ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,3875 SMITHTOWN RD,SUWANEE,30024,7709455763,Suburb: Large,No
-84.006088,32.721497,1930,639,CRAWFORD COUNTY HIGH SCHOOL,CRAWFORD COUNTY,CRAWFORD COUNTY,400 E AGENCY ST,ROBERTA,31078,4788363126,Rural: Distant,No
-84.147102,33.960358,1605,667,CHARLES BRANT CHESNEY ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,3878 OLD NORCROSS RD,DULUTH,30096,6785422300,Suburb: Large,No
-84.939987,32.430843,2065,706,MUSCOGEE ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,3900 BAKER PLAZA DR,COLUMBUS,31903,7066838822,City: Midsize,No
-83.941544,33.836353,3970,667,MAGILL ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,3900 BRUSHY FORK RD,LOGANVILLE,30052,7705541030,Suburb: Large,No
-84.944221,34.896061,1054,755,VARNELL ELEMENTARY SCHOOL,WHITFIELD COUNTY,WHITFIELD COUNTY,3900 CLEVELAND RD,DALTON,30721,7066943471,Suburb: Small,No
-84.666283,33.968857,5056,633,DUE WEST ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,3900 DUE WEST RD NW,MARIETTA,30064,6785948071,Suburb: Large,No
-84.668968,33.875309,4750,633,TAPP MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,3900 MACEDONIA RD,POWDER SPRINGS,30127,7702223758,Suburb: Large,No
-84.437996,34.015594,3940,633,HIGHTOWER TRAIL MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,3905 POST OAK TRITT RD,MARIETTA,30062,7705787225,Suburb: Large,No
-84.237068,33.74736,4069,644,TOWERS HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3919 BROOKCREST CIR,DECATUR,30032,6788742202,Suburb: Large,No
-83.756485,34.104672,1010,678,WEST JACKSON INTERMEDIATE SCHOOL,JACKSON COUNTY,JACKSON COUNTY,391 E JEFFERSON ST,HOSCHTON,30548,7066542044,Rural: Fringe,No
-81.492165,31.183998,3552,663,BRUNSWICK HIGH SCHOOL,GLYNN COUNTY,GLYNN COUNTY,3920 HABERSHAM ST,BRUNSWICK,31520,9122674200,City: Small,No
-84.568359,33.858906,3067,633,RUSSELL ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,3920 S HURT RD SW,SMYRNA,30082,7704375937,Suburb: Large,No
-84.514114,33.696636,3559,761,FICKETT ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,3935 RUX RD SW,ATLANTA,30331,4048027850,City: Large,No
-85.185204,34.923195,1050,623,BOYNTON ELEMENTARY SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,3938 BOYNTON DR,RINGGOLD,30736,7068661521,Rural: Fringe,No
-84.138832,33.944603,1505,667,LOUISE RADLOFF MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,3939 SHACKLEFORD RD,DULUTH,30096,6782453400,Rural: Fringe,No
-83.97892,34.097507,2054,667,HARMONY ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,3946 S BOGAN RD,BUFORD,30519,7709457272,Suburb: Large,No
-83.461922,34.196083,1040,771,COMMERCE PRIMARY,COMMERCE CITY,JACKSON COUNTY,395 MINISH DR,COMMERCE,30529,7063355587,Town: Distant,No
-85.190399,34.892288,1090,623,HERITAGE HIGH SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,3960 POPLAR SPRINGS RD,RINGGOLD,30736,7069376464,Rural: Fringe,No
-84.226387,33.666519,1000,644,NARVIE HARRIS ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3981 MCGILL DR,DECATUR,30034,6786769202,Suburb: Large,No
-84.719223,33.695869,3550,648,CHAPEL HILL MIDDLE SCHOOL,DOUGLAS COUNTY,DOUGLAS COUNTY,3989 CHAPEL HILL RD,DOUGLASVILLE,30135,7706515000,Rural: Fringe,No
-84.198257,33.660629,1030,644,MARTIN LUTHER KING- JR. HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3991 SNAPFINGER RD,LITHONIA,30038,6788745402,Suburb: Large,No
-84.33152,33.909271,5062,644,MONTGOMERY ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3995 ASHFORD DUNWOODY RD NE,ATLANTA,30319,6786767502,Suburb: Large,No
-84.242538,34.07428,1020,660,CREEK VIEW ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,3995 WEBB BRIDGE RD,ALPHARETTA,30005,7706672932,Rural: Fringe,No
-84.955223,34.497974,2050,765,CALHOUN MIDDLE SCHOOL,CALHOUN CITY,GORDON COUNTY,399 S RIVER ST,CALHOUN,30701,7066293340,Town: Distant,No
-85.1754,34.180916,1070,657,PEPPERELL HIGH SCHOOL,FLOYD COUNTY,FLOYD COUNTY,3 DRAGON DR SE,LINDALE,30147,7062361844,Suburb: Small,No
-85.155083,34.25898,3052,785,MAIN ELEMENTARY SCHOOL,ROME CITY,FLOYD COUNTY,3 WATTERS ST SE,ROME,30161,7062957180,City: Small,No
-82.91172,32.048248,1010,734,TELFAIR COUNTY MIDDLE SCHOOL,TELFAIR COUNTY,TELFAIR COUNTY,3 W HIGHWAY 280,MCRAE,31055,2298687465,Rural: Fringe,No
-84.770577,33.696129,1030,648,YEAGER MIDDLE SCHOOL,DOUGLAS COUNTY,DOUGLAS COUNTY,4000 KINGS HWY,DOUGLASVILLE,30135,7706515600,Suburb: Large,No
-85.191452,34.892143,2050,623,HERITAGE MIDDLE SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,4005 POPLAR SPRINGS RD,RINGGOLD,30736,7069373568,Rural: Fringe,No
-83.860748,33.782539,2020,747,YOUTH ELEMENTARY SCHOOL,WALTON COUNTY,WALTON COUNTY,4009 CENTER HILL CHURCH RD,LOGANVILLE,30052,7705540172,Rural: Fringe,No
-84.481857,34.118576,1150,628,RIVER RIDGE HIGH SCHOOL,CHEROKEE COUNTY,CHEROKEE COUNTY,400 ARNOLD MILL ROAD,WOODSTOCK,30188,7705918450,Suburb: Large,No
-84.488426,34.26022,6001,628,RALPH BUNCHE CENTER,CHEROKEE COUNTY,CHEROKEE COUNTY,400 BELLETTA DR,CANTON,30114,7704794744,Rural: Fringe,No
-81.79689,32.457378,5050,616,MATTIE LIVELY ELEMENTARY SCHOOL,BULLOCH COUNTY,BULLOCH COUNTY,400 DONNIE SIMMONS WAY,STATESBORO,30458,9122128760,Town: Remote,No
-81.085854,32.070728,1910,625,EAST BROAD STREET SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,400 E BROAD ST,SAVANNAH,31401,9123955500,City: Midsize,No
-83.362427,33.988983,3058,629,FOWLER DRIVE ELEMENTARY SCHOOL,CLARKE COUNTY,CLARKE COUNTY,400 FOWLER DR,ATHENS,30601,7063575330,City: Midsize,No
-83.687027,34.094379,2970,678,WEST JACKSON MIDDLE SCHOOL,JACKSON COUNTY,JACKSON COUNTY,400 GUM SPRINGS CHURCH RD,JEFFERSON,30549,7066542775,Rural: Distant,No
-84.072136,33.895458,3760,667,GWIN OAKS ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,400 GWIN OAKS DR,LAWRENCEVILLE,30044,7709723110,Suburb: Large,No
-81.056236,32.06271,2100,625,THE SCHOOL OF LIBERAL STUDIES AT SAVANNAH HIGH,CHATHAM COUNTY,CHATHAM COUNTY,400 PENNSYLVANIA AVE,SAVANNAH,31404,9123955050,City: Midsize,No
-84.40715,33.56279,3060,631,RIVERDALE MIDDLE SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,400 ROBERTS DR,RIVERDALE,30274,7709944045,Suburb: Large,No
-84.655525,33.34547,3890,638,EAST COWETA HIGH SCHOOL,COWETA COUNTY,COWETA COUNTY,400 SHARPSBURG-MCCOLLUM RD.,SHARPSBURG,30277,7702542850,Rural: Fringe,No
-84.004204,33.68343,2780,722,CONYERS MIDDLE SCHOOL,ROCKDALE COUNTY,ROCKDALE COUNTY,400 SIGMAN RD NW,CONYERS,30012,7704833371,Suburb: Large,No
-83.994812,30.813465,3098,891,T J LOFTISS II REGIONAL YOUTH DETENTION CENTER,DEPARTMENT OF JUVENILE JUSTICE,THOMAS COUNTY,400 S PINETREE BLVD,THOMASVILLE,31792,9122272764,Rural: Fringe,No
-84.074364,32.286835,1980,694,MACON COUNTY ELEMENTARY SCHOOL,MACON COUNTY,MACON COUNTY,400 STATE HIGHWAY 128 BYPASS,OGLETHORPE,31068,4784726563,Rural: Fringe,No
-84.518249,33.856152,2560,633,GRIFFIN MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,4010 KING SPRINGS RD SE,SMYRNA,30082,6788426917,Suburb: Large,No
-85.082619,33.557987,1930,766,CARROLLTON ELEMENTARY SCHOOL,CARROLLTON CITY,CARROLL COUNTY,401 BEN SCOTT BLVD,CARROLLTON,30117,7708322120,Town: Distant,No
-83.611183,32.608501,1058,676,WATSON CENTER,HOUSTON COUNTY,HOUSTON COUNTY,401 DOVER DR,WARNER ROBINS,31088,4789297828,City: Small,No
-83.175095,32.190044,6196,645,DODGE PREK,DODGE COUNTY,DODGE COUNTY,401 HARRELL STREET,EASTMAN,31023,4783746496,Town: Distant,No
-83.498474,33.825142,1100,708,HIGH SHOALS ELEMENTARY SCHOOL,OCONEE COUNTY,OCONEE COUNTY,401 HOPPING RD,BISHOP,30621,7063101985,Rural: Fringe,No
-84.10292,33.886314,2750,667,KNIGHT ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,401 N RIVER DR SW,LILBURN,30047,7709212400,Suburb: Large,No
-83.61441,32.610821,4056,676,WARNER ROBINS HIGH SCHOOL,HOUSTON COUNTY,HOUSTON COUNTY,401 S DAVIS DR,WARNER ROBINS,31088,4789297877,City: Small,No
-84.135216,33.450127,3050,675,HENRY COUNTY HIGH SCHOOL,HENRY COUNTY,HENRY COUNTY,401 TOMLINSON ST,MCDONOUGH,30253,7709573943,Suburb: Large,No
-84.519859,33.589611,6422,660,SOUTH METRO PSYCHOEDUCATIONAL PROGRAM,FULTON COUNTY,FULTON COUNTY,4025 FLAT SHOALS RD,UNION CITY,30291,7706968142,Suburb: Large,No
-81.16713,32.09074,1970,625,GARDEN CITY ELEMENTARY SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,4037 KESSLER AVE,GARDEN CITY,31408,9123956820,Suburb: Midsize,No
-85.212242,34.692402,2056,746,NAOMI ELEMENTARY SCHOOL,WALKER COUNTY,WALKER COUNTY,4038 E HIGHWAY 136,LA FAYETTE,30728,7066382443,Rural: Distant,No
-85.38311,34.460987,1060,627,LEROY MASSEY ELEMENTARY SCHOOL,CHATTOOGA COUNTY,CHATTOOGA COUNTY,403 DOT JOHNSON WAY,SUMMERVILLE,30747,7068576660,Rural: Fringe,No
-84.495956,33.943367,1067,633,POWERS FERRY ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,403 POWERS FERRY RD SE,MARIETTA,30067,7705787936,Suburb: Large,No
-84.397263,33.740879,5558,761,DUNBAR ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,403 RICHARDSON ST SW,ATLANTA,30312,4048027950,City: Large,No
-82.005379,33.338539,1940,721,GOSHEN ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,4040 OLD WAYNESBORO RD,AUGUSTA,30906,7067964646,City: Midsize,No
-83.510803,31.43725,1052,737,J. T. REDDICK SCHOOL,TIFT COUNTY,TIFT COUNTY,404 MARTIN LUTHER KING JR DR,TIFTON,31794,2293872435,Town: Remote,No
-84.276566,34.083954,2990,660,MANNING OAKS ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,405 CUMMING ST,ALPHARETTA,30004,7706672912,Suburb: Large,No
-84.619522,32.857502,4050,699,MANCHESTER HIGH SCHOOL,MERIWETHER COUNTY,MERIWETHER COUNTY,405 N 5TH AVE,MANCHESTER,31816,7068468445,Town: Distant,No
-81.309876,32.373928,1900,651,GUYTON ELEMENTARY SCHOOL,EFFINGHAM COUNTY,EFFINGHAM COUNTY,405 N ASH ST,SPRINGFIELD,31329,9127723384,Rural: Fringe,No
-83.259766,31.718523,6196,609,PREK CENTER,BEN HILL COUNTY,BEN HILL COUNTY,405 NORTH LONGSTREET STREET,FITZGERALD,31750,2294095598,Town: Remote,No
-84.112404,33.908352,1050,667,BERKMAR HIGH SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,405 PLEASANT HILL RD NW,LILBURN,30047,7709213636,Suburb: Large,No
-84.33812,33.078789,1950,714,PIKE COUNTY MIDDLE SCHOOL,PIKE COUNTY,PIKE COUNTY,406 HUGHLEY RD,ZEBULON,30295,7705673353,Rural: Distant,No
-83.841927,31.544727,1760,759,WORTH COUNTY HIGH SCHOOL,WORTH COUNTY,WORTH COUNTY,406 W KING ST,SYLVESTER,31791,2297768625,Rural: Fringe,No
-84.542412,33.916416,3058,633,FAIR OAKS ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,407 BARBER RD SE,MARIETTA,30060,6785948080,Suburb: Large,No
-84.506546,34.050354,1840,633,MCCLESKEY MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,4080 MAYBREEZE RD,MARIETTA,30066,7709285560,Suburb: Large,No
